country,country_code,province,province_code,district,district_code,ward,ward_code
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Đông Hưng,340,Xã Đông Quan,12793
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Đông Hưng,340,Xã Đông Quang,12796
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Đông Hưng,340,Xã Đông Xuân,12799
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Đông Hưng,340,Xã Đông Á,12802
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Đông Hưng,340,Xã Đông Hoàng,12808
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Đông Hưng,340,Xã Đông Dương,12811
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Đông Hưng,340,Xã Minh Phú,12823
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Thị trấn Diêm Điền,12826
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Thụy Trường,12832
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Hồng Dũng,12841
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Thụy Quỳnh,12844
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã An Tân,12847
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Thụy Ninh,12850
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Thụy Hưng,12853
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Thụy Việt,12856
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Thụy Văn,12859
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Thụy Xuân,12862
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Dương Phúc,12865
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Thụy Trình,12868
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Thụy Bình,12871
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Thụy Chính,12874
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Thụy Dân,12877
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Thụy Hải,12880
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Thụy Liên,12889
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Thụy Duyên,12892
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Thụy Thanh,12898
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Thụy Sơn,12901
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Thụy Phong,12904
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Thái Thượng,12907
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Thái Nguyên,12910
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Dương Hồng  Thủy,12916
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Thái Giang,12919
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Hòa An,12922
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Sơn Hà,12925
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Thái Phúc,12934
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Thái Hưng,12937
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Thái Đô,12940
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Thái Xuyên,12943
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã  Mỹ Lộc,12949
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Tân Học,12958
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Thái Thịnh,12961
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Thuần Thành,12964
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Thái Thụy,341,Xã Thái Thọ,12967
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Tiền Hải,342,Thị trấn Tiền Hải,12970
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Tiền Hải,342,Xã Đông Trà,12976
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Tiền Hải,342,Xã Đông Long,12979
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Tiền Hải,342,Xã Đông Quí,12982
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Tiền Hải,342,Xã Vũ Lăng,12985
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Tiền Hải,342,Xã Đông Xuyên,12988
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Tiền Hải,342,Xã Tây Lương,12991
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Tiền Hải,342,Xã Tây Ninh,12994
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Tiền Hải,342,Xã Đông Trung,12997
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Tiền Hải,342,Xã Đông Hoàng,13000
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Tiền Hải,342,Xã Đông Minh,13003
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Tiền Hải,342,Xã Đông Phong,13009
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Tiền Hải,342,Xã An Ninh,13012
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Tiền Hải,342,Xã Đông Cơ,13018
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Tiền Hải,342,Xã Tây Giang,13021
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Tiền Hải,342,Xã Đông Lâm,13024
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Tiền Hải,342,Xã Phương Công,13027
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Tiền Hải,342,Xã Tây Phong,13030
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Tiền Hải,342,Xã Tây Tiến,13033
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Tiền Hải,342,Xã Nam Cường,13036
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Tiền Hải,342,Xã Vân Trường,13039
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Tiền Hải,342,Xã Nam Thắng,13042
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Tiền Hải,342,Xã Nam Chính,13045
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Tiền Hải,342,Xã Bắc Hải,13048
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Tiền Hải,342,Xã Nam Thịnh,13051
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Tiền Hải,342,Xã Nam Hà,13054
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Tiền Hải,342,Xã Nam Thanh,13057
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Tiền Hải,342,Xã Nam Trung,13060
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Tiền Hải,342,Xã Nam Hồng,13063
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Tiền Hải,342,Xã Nam Hưng,13066
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Tiền Hải,342,Xã Nam Hải,13069
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Tiền Hải,342,Xã Nam Phú,13072
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Thị trấn Kiến Xương,13075
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Xã Trà Giang,13078
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Xã Quốc Tuấn,13081
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Xã An Bình,13087
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Xã Tây Sơn,13090
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Xã Hồng Thái,13093
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Xã Bình Nguyên,13096
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Xã Lê Lợi,13102
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Xã Vũ Lễ,13111
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Xã Thanh Tân,13114
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Xã Thượng Hiền,13117
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Xã Nam Cao,13120
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Xã Đình Phùng,13123
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Xã Vũ Ninh,13126
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Xã Vũ An,13129
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Xã Quang Lịch,13132
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Xã Hòa Bình,13135
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Xã Bình Minh,13138
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Xã Vũ Quí,13141
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Xã Quang Bình,13144
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Xã Vũ Trung,13150
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Xã Vũ Thắng,13153
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Xã Vũ Công,13156
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Xã Vũ Hòa,13159
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Xã Quang Minh,13162
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Xã Quang Trung,13165
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Xã Minh Quang,13171
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Xã Vũ Bình,13174
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Xã Minh Tân,13177
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Xã Nam Bình,13180
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Xã Bình Thanh,13183
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Xã Bình Định,13186
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Kiến Xương,343,Xã Hồng Tiến,13189
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Vũ Thư,344,Thị trấn Vũ Thư,13192
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Vũ Thư,344,Xã Hồng Lý,13195
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Vũ Thư,344,Xã Đồng Thanh,13198
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Vũ Thư,344,Xã Xuân Hòa,13201
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Vũ Thư,344,Xã Hiệp Hòa,13204
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Vũ Thư,344,Xã Phúc Thành,13207
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Vũ Thư,344,Xã Tân Phong,13210
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Vũ Thư,344,Xã Song Lãng,13213
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Vũ Thư,344,Xã Tân Hòa,13216
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Vũ Thư,344,Xã Việt Hùng,13219
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Vũ Thư,344,Xã Minh Lãng,13222
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Vũ Thư,344,Xã Minh Khai,13228
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Vũ Thư,344,Xã Dũng Nghĩa,13231
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Vũ Thư,344,Xã Minh Quang,13234
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Vũ Thư,344,Xã Tam Quang,13237
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Vũ Thư,344,Xã Tân Lập,13240
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Vũ Thư,344,Xã Bách Thuận,13243
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Vũ Thư,344,Xã Tự Tân,13246
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Vũ Thư,344,Xã Song An,13249
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Vũ Thư,344,Xã Trung An,13252
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Vũ Thư,344,Xã Vũ Hội,13255
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Vũ Thư,344,Xã Hòa Bình,13258
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Vũ Thư,344,Xã Nguyên Xá,13261
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Vũ Thư,344,Xã Việt Thuận,13264
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Vũ Thư,344,Xã Vũ Vinh,13267
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Vũ Thư,344,Xã Vũ Đoài,13270
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Vũ Thư,344,Xã Vũ Tiến,13273
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Vũ Thư,344,Xã Vũ Vân,13276
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Vũ Thư,344,Xã Duy Nhất,13279
Việt Nam,VN,Tỉnh Thái Bình,34,Huyện Vũ Thư,344,Xã Hồng Phong,13282
Việt Nam,VN,Tỉnh Hà Nam,35,Thành phố Phủ Lý,347,Phường Quang Trung,13285
Việt Nam,VN,Tỉnh Hà Nam,35,Thành phố Phủ Lý,347,Phường Lương Khánh Thiện,13288
Việt Nam,VN,Tỉnh Hà Nam,35,Thành phố Phủ Lý,347,Phường Lê Hồng Phong,13291
Việt Nam,VN,Tỉnh Hà Nam,35,Thành phố Phủ Lý,347,Phường Minh Khai,13294
Việt Nam,VN,Tỉnh Hà Nam,35,Thành phố Phủ Lý,347,Phường Hai Bà Trưng,13297
Việt Nam,VN,Tỉnh Hà Nam,35,Thành phố Phủ Lý,347,Phường Trần Hưng Đạo,13300
Việt Nam,VN,Tỉnh Hà Nam,35,Thành phố Phủ Lý,347,Phường Lam Hạ,13303
Việt Nam,VN,Tỉnh Hà Nam,35,Thành phố Phủ Lý,347,Xã Phù Vân,13306
Việt Nam,VN,Tỉnh Hà Nam,35,Thành phố Phủ Lý,347,Phường Liêm Chính,13309
Việt Nam,VN,Tỉnh Hà Nam,35,Thành phố Phủ Lý,347,Xã Liêm Chung,13312
Việt Nam,VN,Tỉnh Hà Nam,35,Thành phố Phủ Lý,347,Phường Thanh Châu,13315
Việt Nam,VN,Tỉnh Hà Nam,35,Thành phố Phủ Lý,347,Phường Châu Sơn,13318
Việt Nam,VN,Tỉnh Hà Nam,35,Thành phố Phủ Lý,347,Xã Tiên Tân,13366
Việt Nam,VN,Tỉnh Hà Nam,35,Thành phố Phủ Lý,347,Xã Tiên Hiệp,13372
Việt Nam,VN,Tỉnh Hà Nam,35,Thành phố Phủ Lý,347,Xã Tiên Hải,13381
Việt Nam,VN,Tỉnh Hà Nam,35,Thành phố Phủ Lý,347,Xã Kim Bình,13426
Việt Nam,VN,Tỉnh Hà Nam,35,Thành phố Phủ Lý,347,Xã Liêm Tuyền,13444
Việt Nam,VN,Tỉnh Hà Nam,35,Thành phố Phủ Lý,347,Xã Liêm Tiết,13447
Việt Nam,VN,Tỉnh Hà Nam,35,Thành phố Phủ Lý,347,Phường Thanh Tuyền,13459
Việt Nam,VN,Tỉnh Hà Nam,35,Thành phố Phủ Lý,347,Xã Đinh Xá,13507
Việt Nam,VN,Tỉnh Hà Nam,35,Thành phố Phủ Lý,347,Xã Trịnh Xá,13513
Việt Nam,VN,Tỉnh Hà Nam,35,Thị xã Duy Tiên,349,Phường Đồng Văn,13321
Việt Nam,VN,Tỉnh Hà Nam,35,Thị xã Duy Tiên,349,Phường Hòa Mạc,13324
Việt Nam,VN,Tỉnh Hà Nam,35,Thị xã Duy Tiên,349,Xã Mộc Bắc,13327
Việt Nam,VN,Tỉnh Hà Nam,35,Thị xã Duy Tiên,349,Phường Châu Giang,13330
Việt Nam,VN,Tỉnh Hà Nam,35,Thị xã Duy Tiên,349,Phường Bạch Thượng,13333
Việt Nam,VN,Tỉnh Hà Nam,35,Thị xã Duy Tiên,349,Phường Duy Minh,13336
Việt Nam,VN,Tỉnh Hà Nam,35,Thị xã Duy Tiên,349,Xã Mộc Nam,13339
Việt Nam,VN,Tỉnh Hà Nam,35,Thị xã Duy Tiên,349,Phường Duy Hải,13342
Việt Nam,VN,Tỉnh Hà Nam,35,Thị xã Duy Tiên,349,Xã Chuyên Ngoại,13345
Việt Nam,VN,Tỉnh Hà Nam,35,Thị xã Duy Tiên,349,Phường Yên Bắc,13348
Việt Nam,VN,Tỉnh Hà Nam,35,Thị xã Duy Tiên,349,Xã Trác Văn,13351
Việt Nam,VN,Tỉnh Hà Nam,35,Thị xã Duy Tiên,349,Phường Tiên Nội,13354
Việt Nam,VN,Tỉnh Hà Nam,35,Thị xã Duy Tiên,349,Phường Hoàng Đông,13357
Việt Nam,VN,Tỉnh Hà Nam,35,Thị xã Duy Tiên,349,Xã Yên Nam,13360
Việt Nam,VN,Tỉnh Hà Nam,35,Thị xã Duy Tiên,349,Xã Tiên Ngoại,13363
Việt Nam,VN,Tỉnh Hà Nam,35,Thị xã Duy Tiên,349,Xã Tiên Sơn,13369
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Kim Bảng,350,Thị trấn Quế,13384
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Kim Bảng,350,Xã Nguyễn Úy,13387
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Kim Bảng,350,Xã Đại Cương,13390
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Kim Bảng,350,Xã Lê Hồ,13393
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Kim Bảng,350,Xã Tượng Lĩnh,13396
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Kim Bảng,350,Xã Nhật Tựu,13399
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Kim Bảng,350,Xã Nhật Tân,13402
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Kim Bảng,350,Xã Đồng Hóa,13405
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Kim Bảng,350,Xã Hoàng Tây,13408
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Kim Bảng,350,Xã Tân Sơn,13411
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Kim Bảng,350,Xã Thụy Lôi,13414
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Kim Bảng,350,Xã Văn Xá,13417
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Kim Bảng,350,Xã Khả Phong,13420
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Kim Bảng,350,Xã Ngọc Sơn,13423
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Kim Bảng,350,Thị trấn Ba Sao,13429
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Kim Bảng,350,Xã Liên Sơn,13432
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Kim Bảng,350,Xã Thi Sơn,13435
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Kim Bảng,350,Xã Thanh Sơn,13438
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Thanh Liêm,351,Thị trấn Kiện Khê,13441
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Thanh Liêm,351,Xã Liêm Phong,13450
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Thanh Liêm,351,Xã Thanh Hà,13453
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Thanh Liêm,351,Xã Liêm Cần,13456
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Thanh Liêm,351,Xã Liêm Thuận,13465
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Thanh Liêm,351,Xã Thanh Thủy,13468
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Thanh Liêm,351,Xã Thanh Phong,13471
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Thanh Liêm,351,Thị trấn Tân Thanh,13474
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Thanh Liêm,351,Xã Thanh Tân,13477
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Thanh Liêm,351,Xã Liêm Túc,13480
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Thanh Liêm,351,Xã Liêm Sơn,13483
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Thanh Liêm,351,Xã Thanh Hương,13486
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Thanh Liêm,351,Xã Thanh Nghị,13489
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Thanh Liêm,351,Xã Thanh Tâm,13492
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Thanh Liêm,351,Xã Thanh Nguyên,13495
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Thanh Liêm,351,Xã Thanh Hải,13498
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Bình Lục,352,Thị trấn Bình Mỹ,13501
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Bình Lục,352,Xã Bình Nghĩa,13504
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Bình Lục,352,Xã Tràng An,13510
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Bình Lục,352,Xã Đồng Du,13516
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Bình Lục,352,Xã Ngọc Lũ,13519
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Bình Lục,352,Xã Hưng Công,13522
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Bình Lục,352,Xã Đồn Xá,13525
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Bình Lục,352,Xã An Ninh,13528
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Bình Lục,352,Xã Bồ Đề,13531
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Bình Lục,352,Xã Bối Cầu,13534
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Bình Lục,352,Xã An Nội,13540
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Bình Lục,352,Xã Vũ Bản,13543
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Bình Lục,352,Xã Trung Lương,13546
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Bình Lục,352,Xã An Đổ,13552
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Bình Lục,352,Xã La Sơn,13555
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Bình Lục,352,Xã Tiêu Động,13558
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Bình Lục,352,Xã An Lão,13561
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Lý Nhân,353,Xã Hợp Lý,13567
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Lý Nhân,353,Xã Nguyên Lý,13570
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Lý Nhân,353,Xã Chính Lý,13573
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Lý Nhân,353,Xã Chân Lý,13576
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Lý Nhân,353,Xã Đạo Lý,13579
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Lý Nhân,353,Xã Công Lý,13582
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Lý Nhân,353,Xã Văn Lý,13585
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Lý Nhân,353,Xã Bắc Lý,13588
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Lý Nhân,353,Xã Đức Lý,13591
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Lý Nhân,353,Xã Trần Hưng Đạo,13594
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Lý Nhân,353,Thị trấn Vĩnh Trụ,13597
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Lý Nhân,353,Xã Nhân Thịnh,13600
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Lý Nhân,353,Xã Nhân Khang,13606
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Lý Nhân,353,Xã Nhân Mỹ,13609
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Lý Nhân,353,Xã Nhân Nghĩa,13612
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Lý Nhân,353,Xã Nhân Chính,13615
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Lý Nhân,353,Xã Nhân Bình,13618
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Lý Nhân,353,Xã Phú Phúc,13621
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Lý Nhân,353,Xã Xuân Khê,13624
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Lý Nhân,353,Xã Tiến Thắng,13627
Việt Nam,VN,Tỉnh Hà Nam,35,Huyện Lý Nhân,353,Xã Hòa Hậu,13630
Việt Nam,VN,Tỉnh Nam Định,36,Thành phố Nam Định,356,Phường Hạ Long,13633
Việt Nam,VN,Tỉnh Nam Định,36,Thành phố Nam Định,356,Phường Trần Tế Xương,13636
Việt Nam,VN,Tỉnh Nam Định,36,Thành phố Nam Định,356,Phường Vị Hoàng,13639
Việt Nam,VN,Tỉnh Nam Định,36,Thành phố Nam Định,356,Phường Vị Xuyên,13642
Việt Nam,VN,Tỉnh Nam Định,36,Thành phố Nam Định,356,Phường Quang Trung,13645
Việt Nam,VN,Tỉnh Nam Định,36,Thành phố Nam Định,356,Phường Cửa Bắc,13648
Việt Nam,VN,Tỉnh Nam Định,36,Thành phố Nam Định,356,Phường Nguyễn Du,13651
Việt Nam,VN,Tỉnh Nam Định,36,Thành phố Nam Định,356,Phường Bà Triệu,13654
Việt Nam,VN,Tỉnh Nam Định,36,Thành phố Nam Định,356,Phường Trường Thi,13657
Việt Nam,VN,Tỉnh Nam Định,36,Thành phố Nam Định,356,Phường Phan Đình Phùng,13660
Việt Nam,VN,Tỉnh Nam Định,36,Thành phố Nam Định,356,Phường Ngô Quyền,13663
Việt Nam,VN,Tỉnh Nam Định,36,Thành phố Nam Định,356,Phường Trần Hưng Đạo,13666
Việt Nam,VN,Tỉnh Nam Định,36,Thành phố Nam Định,356,Phường Trần Đăng Ninh,13669
Việt Nam,VN,Tỉnh Nam Định,36,Thành phố Nam Định,356,Phường Năng Tĩnh,13672
Việt Nam,VN,Tỉnh Nam Định,36,Thành phố Nam Định,356,Phường Văn Miếu,13675
