country,country_code,province,province_code,district,district_code,ward,ward_code
Việt Nam,VN,Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Phúc Xá,1
Việt Nam,VN,Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Trúc Bạch,4
Việt Nam,VN,Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Vĩnh Phúc,6
Việt Nam,VN,Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Cống Vị,7
Việt Nam,VN,Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Liễu Giai,8
Việt Nam,VN,Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Nguyễn Trung Trực,10
Việt Nam,VN,Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Quán Thánh,13
Việt Nam,VN,Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Ngọc Hà,16
Việt Nam,VN,Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Điện Biên,19
Việt Nam,VN,Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Đội Cấn,22
Việt Nam,VN,Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Ngọc Khánh,25
Việt Nam,VN,Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Kim Mã,28
Việt Nam,VN,Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Giảng Võ,31
Việt Nam,VN,Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Thành Công,34
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Phúc Tân,37
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Đồng Xuân,40
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Hàng Mã,43
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Hàng Buồm,46
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Hàng Đào,49
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Hàng Bồ,52
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Cửa Đông,55
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Lý Thái Tổ,58
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Hàng Bạc,61
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Hàng Gai,64
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Chương Dương,67
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Hàng Trống,70
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Cửa Nam,73
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Hàng Bông,76
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Tràng Tiền,79
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Trần Hưng Đạo,82
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Phan Chu Trinh,85
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Hàng Bài,88
Việt Nam,VN,Thành phố Hà Nội,1,Quận Tây Hồ,3,Phường Phú Thượng,91
Việt Nam,VN,Thành phố Hà Nội,1,Quận Tây Hồ,3,Phường Nhật Tân,94
Việt Nam,VN,Thành phố Hà Nội,1,Quận Tây Hồ,3,Phường Tứ Liên,97
Việt Nam,VN,Thành phố Hà Nội,1,Quận Tây Hồ,3,Phường Quảng An,100
Việt Nam,VN,Thành phố Hà Nội,1,Quận Tây Hồ,3,Phường Xuân La,103
Việt Nam,VN,Thành phố Hà Nội,1,Quận Tây Hồ,3,Phường Yên Phụ,106
Việt Nam,VN,Thành phố Hà Nội,1,Quận Tây Hồ,3,Phường Bưởi,109
Việt Nam,VN,Thành phố Hà Nội,1,Quận Tây Hồ,3,Phường Thụy Khuê,112
Việt Nam,VN,Thành phố Hà Nội,1,Quận Long Biên,4,Phường Thượng Thanh,115
Việt Nam,VN,Thành phố Hà Nội,1,Quận Long Biên,4,Phường Ngọc Thụy,118
Việt Nam,VN,Thành phố Hà Nội,1,Quận Long Biên,4,Phường Giang Biên,121
Việt Nam,VN,Thành phố Hà Nội,1,Quận Long Biên,4,Phường Đức Giang,124
Việt Nam,VN,Thành phố Hà Nội,1,Quận Long Biên,4,Phường Việt Hưng,127
Việt Nam,VN,Thành phố Hà Nội,1,Quận Long Biên,4,Phường Gia Thụy,130
Việt Nam,VN,Thành phố Hà Nội,1,Quận Long Biên,4,Phường Ngọc Lâm,133
Việt Nam,VN,Thành phố Hà Nội,1,Quận Long Biên,4,Phường Phúc Lợi,136
Việt Nam,VN,Thành phố Hà Nội,1,Quận Long Biên,4,Phường Bồ Đề,139
Việt Nam,VN,Thành phố Hà Nội,1,Quận Long Biên,4,Phường Sài Đồng,142
Việt Nam,VN,Thành phố Hà Nội,1,Quận Long Biên,4,Phường Long Biên,145
Việt Nam,VN,Thành phố Hà Nội,1,Quận Long Biên,4,Phường Thạch Bàn,148
Việt Nam,VN,Thành phố Hà Nội,1,Quận Long Biên,4,Phường Phúc Đồng,151
Việt Nam,VN,Thành phố Hà Nội,1,Quận Long Biên,4,Phường Cự Khối,154
Việt Nam,VN,Thành phố Hà Nội,1,Quận Cầu Giấy,5,Phường Nghĩa Đô,157
Việt Nam,VN,Thành phố Hà Nội,1,Quận Cầu Giấy,5,Phường Nghĩa Tân,160
Việt Nam,VN,Thành phố Hà Nội,1,Quận Cầu Giấy,5,Phường Mai Dịch,163
Việt Nam,VN,Thành phố Hà Nội,1,Quận Cầu Giấy,5,Phường Dịch Vọng,166
Việt Nam,VN,Thành phố Hà Nội,1,Quận Cầu Giấy,5,Phường Dịch Vọng Hậu,167
Việt Nam,VN,Thành phố Hà Nội,1,Quận Cầu Giấy,5,Phường Quan Hoa,169
Việt Nam,VN,Thành phố Hà Nội,1,Quận Cầu Giấy,5,Phường Yên Hoà,172
Việt Nam,VN,Thành phố Hà Nội,1,Quận Cầu Giấy,5,Phường Trung Hoà,175
Việt Nam,VN,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Cát Linh,178
Việt Nam,VN,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Văn Miếu,181
Việt Nam,VN,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Quốc Tử Giám,184
Việt Nam,VN,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Láng Thượng,187
Việt Nam,VN,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Ô Chợ Dừa,190
Việt Nam,VN,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Văn Chương,193
Việt Nam,VN,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Hàng Bột,196
Việt Nam,VN,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Láng Hạ,199
Việt Nam,VN,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Khâm Thiên,202
Việt Nam,VN,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Thổ Quan,205
Việt Nam,VN,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Nam Đồng,208
Việt Nam,VN,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Trung Phụng,211
Việt Nam,VN,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Quang Trung,214
Việt Nam,VN,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Trung Liệt,217
Việt Nam,VN,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Phương Liên,220
Việt Nam,VN,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Thịnh Quang,223
Việt Nam,VN,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Trung Tự,226
Việt Nam,VN,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Kim Liên,229
Việt Nam,VN,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Phương Mai,232
Việt Nam,VN,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Ngã Tư Sở,235
Việt Nam,VN,Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Khương Thượng,238
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Nguyễn Du,241
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Bạch Đằng,244
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Phạm Đình Hổ,247
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Lê Đại Hành,256
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Đồng Nhân,259
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Phố Huế,262
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Đống Mác,265
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Thanh Lương,268
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Thanh Nhàn,271
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Cầu Dền,274
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Bách Khoa,277
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Đồng Tâm,280
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Vĩnh Tuy,283
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Bạch Mai,286
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Quỳnh Mai,289
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Quỳnh Lôi,292
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Minh Khai,295
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Trương Định,298
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Thanh Trì,301
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Vĩnh Hưng,304
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Định Công,307
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Mai Động,310
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Tương Mai,313
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Đại Kim,316
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Tân Mai,319
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Hoàng Văn Thụ,322
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Giáp Bát,325
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Lĩnh Nam,328
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Thịnh Liệt,331
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Trần Phú,334
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Hoàng Liệt,337
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Yên Sở,340
Việt Nam,VN,Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Nhân Chính,343
Việt Nam,VN,Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Thượng Đình,346
Việt Nam,VN,Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Khương Trung,349
Việt Nam,VN,Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Khương Mai,352
Việt Nam,VN,Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Thanh Xuân Trung,355
Việt Nam,VN,Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Phương Liệt,358
Việt Nam,VN,Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Hạ Đình,361
Việt Nam,VN,Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Khương Đình,364
Việt Nam,VN,Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Thanh Xuân Bắc,367
Việt Nam,VN,Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Thanh Xuân Nam,370
Việt Nam,VN,Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Kim Giang,373
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Thị trấn Sóc Sơn,376
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Bắc Sơn,379
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Minh Trí,382
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Hồng Kỳ,385
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Nam Sơn,388
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Trung Giã,391
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Tân Hưng,394
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Minh Phú,397
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Phù Linh,400
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Bắc Phú,403
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Tân Minh,406
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Quang Tiến,409
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Hiền Ninh,412
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Tân Dân,415
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Tiên Dược,418
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Việt Long,421
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Xuân Giang,424
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Mai Đình,427
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Đức Hoà,430
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Thanh Xuân,433
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Đông Xuân,436
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Kim Lũ,439
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Phú Cường,442
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Phú Minh,445
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Phù Lỗ,448
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Xuân Thu,451
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Đông Anh,17,Thị trấn Đông Anh,454
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Xuân Nộn,457
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Thuỵ Lâm,460
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Bắc Hồng,463
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Nguyên Khê,466
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Nam Hồng,469
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Tiên Dương,472
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Vân Hà,475
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Uy Nỗ,478
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Vân Nội,481
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Liên Hà,484
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Việt Hùng,487
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Kim Nỗ,490
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Kim Chung,493
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Dục Tú,496
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Đại Mạch,499
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Vĩnh Ngọc,502
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Cổ Loa,505
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Hải Bối,508
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Xuân Canh,511
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Võng La,514
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Tàm Xá,517
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Mai Lâm,520
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Đông Anh,17,Xã Đông Hội,523
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Thị trấn Yên Viên,526
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Yên Thường,529
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Yên Viên,532
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Ninh Hiệp,535
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Đình Xuyên,538
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Dương Hà,541
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Phù Đổng,544
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Trung Mầu,547
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Lệ Chi,550
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Cổ Bi,553
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Đặng Xá,556
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Phú Thị,559
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Kim Sơn,562
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Thị trấn Trâu Quỳ,565
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Dương Quang,568
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Dương Xá,571
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Đông Dư,574
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Đa Tốn,577
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Kiêu Kỵ,580
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Bát Tràng,583
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Kim Lan,586
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Gia Lâm,18,Xã Văn Đức,589
Việt Nam,VN,Thành phố Hà Nội,1,Quận Nam Từ Liêm,19,Phường Cầu Diễn,592
Việt Nam,VN,Thành phố Hà Nội,1,Quận Nam Từ Liêm,19,Phường Xuân Phương,622
Việt Nam,VN,Thành phố Hà Nội,1,Quận Nam Từ Liêm,19,Phường Phương Canh,623
Việt Nam,VN,Thành phố Hà Nội,1,Quận Nam Từ Liêm,19,Phường Mỹ Đình 1,625
Việt Nam,VN,Thành phố Hà Nội,1,Quận Nam Từ Liêm,19,Phường Mỹ Đình 2,626
Việt Nam,VN,Thành phố Hà Nội,1,Quận Nam Từ Liêm,19,Phường Tây Mỗ,628
Việt Nam,VN,Thành phố Hà Nội,1,Quận Nam Từ Liêm,19,Phường Mễ Trì,631
Việt Nam,VN,Thành phố Hà Nội,1,Quận Nam Từ Liêm,19,Phường Phú Đô,632
Việt Nam,VN,Thành phố Hà Nội,1,Quận Nam Từ Liêm,19,Phường Đại Mỗ,634
Việt Nam,VN,Thành phố Hà Nội,1,Quận Nam Từ Liêm,19,Phường Trung Văn,637
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Thanh Trì,20,Thị trấn Văn Điển,640
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Thanh Trì,20,Xã Tân Triều,643
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Thanh Trì,20,Xã Thanh Liệt,646
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Thanh Trì,20,Xã Tả Thanh Oai,649
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Thanh Trì,20,Xã Hữu Hoà,652
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Thanh Trì,20,Xã Tam Hiệp,655
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Thanh Trì,20,Xã Tứ Hiệp,658
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Thanh Trì,20,Xã Yên Mỹ,661
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Thanh Trì,20,Xã Vĩnh Quỳnh,664
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Thanh Trì,20,Xã Ngũ Hiệp,667
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Thanh Trì,20,Xã Duyên Hà,670
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Thanh Trì,20,Xã Ngọc Hồi,673
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Thanh Trì,20,Xã Vạn Phúc,676
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Thanh Trì,20,Xã Đại áng,679
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Thanh Trì,20,Xã Liên Ninh,682
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Thanh Trì,20,Xã Đông Mỹ,685
Việt Nam,VN,Thành phố Hà Nội,1,Quận Bắc Từ Liêm,21,Phường Thượng Cát,595
Việt Nam,VN,Thành phố Hà Nội,1,Quận Bắc Từ Liêm,21,Phường Liên Mạc,598
Việt Nam,VN,Thành phố Hà Nội,1,Quận Bắc Từ Liêm,21,Phường Đông Ngạc,601
Việt Nam,VN,Thành phố Hà Nội,1,Quận Bắc Từ Liêm,21,Phường Đức Thắng,602
Việt Nam,VN,Thành phố Hà Nội,1,Quận Bắc Từ Liêm,21,Phường Thụy Phương,604
Việt Nam,VN,Thành phố Hà Nội,1,Quận Bắc Từ Liêm,21,Phường Tây Tựu,607
Việt Nam,VN,Thành phố Hà Nội,1,Quận Bắc Từ Liêm,21,Phường Xuân Đỉnh,610
Việt Nam,VN,Thành phố Hà Nội,1,Quận Bắc Từ Liêm,21,Phường Xuân Tảo,611
Việt Nam,VN,Thành phố Hà Nội,1,Quận Bắc Từ Liêm,21,Phường Minh Khai,613
Việt Nam,VN,Thành phố Hà Nội,1,Quận Bắc Từ Liêm,21,Phường Cổ Nhuế 1,616
Việt Nam,VN,Thành phố Hà Nội,1,Quận Bắc Từ Liêm,21,Phường Cổ Nhuế 2,617
Việt Nam,VN,Thành phố Hà Nội,1,Quận Bắc Từ Liêm,21,Phường Phú Diễn,619
Việt Nam,VN,Thành phố Hà Nội,1,Quận Bắc Từ Liêm,21,Phường Phúc Diễn,620
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Mê Linh,250,Thị trấn Chi Đông,8973
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Mê Linh,250,Xã Đại Thịnh,8974
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Mê Linh,250,Xã Kim Hoa,8977
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Mê Linh,250,Xã Thạch Đà,8980
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Mê Linh,250,Xã Tiến Thắng,8983
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Mê Linh,250,Xã Tự Lập,8986
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Mê Linh,250,Thị trấn Quang Minh,8989
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Mê Linh,250,Xã Thanh Lâm,8992
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Mê Linh,250,Xã Tam Đồng,8995
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Mê Linh,250,Xã Liên Mạc,8998
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Mê Linh,250,Xã Vạn Yên,9001
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Mê Linh,250,Xã Chu Phan,9004
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Mê Linh,250,Xã Tiến Thịnh,9007
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Mê Linh,250,Xã Mê Linh,9010
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Mê Linh,250,Xã Văn Khê,9013
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Mê Linh,250,Xã Hoàng Kim,9016
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Mê Linh,250,Xã Tiền Phong,9019
Việt Nam,VN,Thành phố Hà Nội,1,Huyện Mê Linh,250,Xã Tráng Việt,9022
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hà Đông,268,Phường Nguyễn Trãi,9538
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hà Đông,268,Phường Mộ Lao,9541
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hà Đông,268,Phường Văn Quán,9542
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hà Đông,268,Phường Vạn Phúc,9544
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hà Đông,268,Phường Yết Kiêu,9547
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hà Đông,268,Phường Quang Trung,9550
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hà Đông,268,Phường La Khê,9551
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hà Đông,268,Phường Phú La,9552
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hà Đông,268,Phường Phúc La,9553
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hà Đông,268,Phường Hà Cầu,9556
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hà Đông,268,Phường Yên Nghĩa,9562
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hà Đông,268,Phường Kiến Hưng,9565
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hà Đông,268,Phường Phú Lãm,9568
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hà Đông,268,Phường Phú Lương,9571
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hà Đông,268,Phường Dương Nội,9886
Việt Nam,VN,Thành phố Hà Nội,1,Quận Hà Đông,268,Phường Đồng Mai,10117
